priority_policy,portfolio_mode,diagnostic_filter,trading_session,net_pnl
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-11,-75.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-12,392.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-15,-0.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-16,63.26
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-17,-244.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-18,250.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-22,-279.17
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-23,442.26
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-24,-118.74
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-25,273.26
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-29,580.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-06-30,26.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-07-01,342.76
existing_priority_baseline,max_one_trade_per_session,no_filter_baseline,2026-07-02,741.76
existing_priority_baseline,max_one_trade_per_session,exclude_overlap_heavy_days,2025-09-01,5.26
existing_priority_baseline,max_one_trade_per_session,exclude_overlap_heavy_days,2025-09-08,-50.06
existing_priority_baseline,max_one_trade_per_session,exclude_overlap_heavy_days,2025-10-23,-82.74
existing_priority_baseline,max_one_trade_per_session,exclude_overlap_heavy_days,2025-11-03,77.26
existing_priority_baseline,max_one_trade_per_session,exclude_overlap_heavy_days,2026-02-02,-0.24
existing_priority_baseline,max_one_trade_per_session,exclude_overlap_heavy_days,2026-03-30,-136.96
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-14,8.519999999999996
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-15,-126.46000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-16,-87.72
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-17,-34.379999999999995
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-18,-116.19999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-21,79.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-22,-86.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-23,-135.45
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-24,58.300000000000004
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-25,128.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-28,107.8
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-29,-135.95999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-30,-15.719999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-07-31,-76.19999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-01,-128.72
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-04,-58.480000000000004
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-05,-58.959999999999994
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-06,-95.46
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-07,6.52000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-08,-93.98
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-11,-14.350000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-12,13.06000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-13,-330.3
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-14,-67.72
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-15,28.54
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-18,-197.1
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-19,-133.45999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-20,-281.37
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-21,-690.85
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-22,195.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-25,136.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-26,-141.69
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-27,-29.20000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-28,50.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-08-29,19.020000000000003
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-01,5.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-02,259.84
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-03,-11.219999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-04,-2.6800000000000033
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-05,-377.65999999999997
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-08,-50.06
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-09,-945.8599999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-10,-49.46
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-11,30.780000000000005
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-12,18.06
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-15,-12.74
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-16,-208.16
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-17,-137.0
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-18,222.76
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-19,155.3
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-22,87.79000000000002
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-23,-45.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-24,123.8
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-25,227.76
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-26,-125.46
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-29,-59.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-09-30,-112.15999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-01,216.54
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-02,97.27000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-03,-32.92
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-06,-106.46000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-07,-424.34
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-08,35.49
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-09,-253.32
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-10,775.78
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-13,758.54
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-14,84.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-15,-478.14
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-16,-1444.3400000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-17,738.54
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-20,91.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-21,-331.84
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-22,-268.85
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-23,-82.74
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-24,-108.05
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-27,-69.96
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-28,-260.68
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-29,-285.53
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-30,-104.96000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-10-31,-54.09999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-03,77.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-04,-401.66
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-05,94.77999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-06,-218.7
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-07,134.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-10,-91.21999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-11,-100.19
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-12,-100.32
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-13,109.48
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-14,-56.46000000000002
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-17,-35.339999999999996
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-18,-227.72
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-19,-49.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-20,1417.78
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-21,-235.20000000000005
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-24,114.76
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-25,-128.06000000000003
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-26,157.53999999999996
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-27,-42.459999999999994
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-11-28,70.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-01,215.51999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-02,-172.69
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-03,-151.95999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-04,-272.46000000000004
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-05,400.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-08,-226.65999999999997
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-09,-3.459999999999992
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-10,-583.13
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-11,-346.44
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-12,-149.18
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-15,-41.92
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-16,193.27999999999997
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-17,380.78
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-18,437.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-19,-294.05
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-22,-248.20000000000002
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-23,174.54
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-24,-0.74
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-26,-31.699999999999996
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-29,87.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2025-12-30,-113.18
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-02,39.280000000000015
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-05,140.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-06,199.54
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-07,23.520000000000003
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-08,-111.45999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-09,249.01999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-12,-157.45999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-13,-372.53
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-14,-113.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-15,-109.95999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-16,-501.96
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-19,0.020000000000010232
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-20,-310.64
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-21,476.81999999999994
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-22,-32.21999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-23,287.52
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-26,66.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-27,180.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-28,-160.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-29,-238.48000000000002
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-01-30,-6.960000000000008
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-02,-0.24
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-03,46.519999999999996
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-04,-112.96000000000004
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-05,-812.94
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-06,-22.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-09,183.17000000000002
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-10,-149.44
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-11,-376.42999999999995
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-12,174.55999999999997
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-13,196.52
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-16,-71.46000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-17,-443.08000000000004
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-18,18.390000000000008
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-19,-511.84000000000003
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-20,461.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-23,142.54000000000002
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-24,99.52000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-25,-25.479999999999997
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-26,-218.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-02-27,203.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-02,6.779999999999994
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-03,-43.22000000000003
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-04,386.76
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-05,280.05999999999995
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-06,215.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-09,67.38
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-10,-170.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-11,-209.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-12,-1885.58
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-13,-56.379999999999995
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-16,-5.45999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-17,-26.109999999999985
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-18,-886.3599999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-19,-68.15
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-20,75.78
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-23,103.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-24,-135.12
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-25,37.78
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-26,234.29999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-27,-454.22
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-30,-136.96
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-03-31,198.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-01,127.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-02,353.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-06,210.8
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-07,-212.95999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-08,-257.96
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-09,-11.220000000000006
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-10,121.80000000000003
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-13,-34.96000000000001
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-14,308.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-15,252.51999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-16,64.54
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-17,171.52
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-20,-176.45999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-21,-218.07999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-22,273.52
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-23,233.51999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-24,200.51999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-27,-513.3199999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-28,-312.09000000000003
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-29,10.849999999999994
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-04-30,318.29999999999995
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-01,-265.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-04,77.28000000000003
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-05,-108.08999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-06,259.78
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-07,-439.88
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-08,-0.24
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-11,-8.460000000000008
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-12,34.77999999999997
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-13,184.77999999999997
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-14,160.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-15,238.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-18,-284.41999999999996
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-19,-341.90999999999997
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-20,-101.46000000000002
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-21,53.28999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-22,71.26
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-25,-74.58
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-26,197.57999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-27,-43.72000000000002
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-28,335.52
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-05-29,71.47999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-01,179.68
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-02,143.96
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-03,-75.88
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-04,101.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-05,605.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-08,52.77999999999999
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-09,-260.94
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-10,64.05999999999995
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-11,804.3
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-12,392.76
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-15,193.01999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-16,703.04
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-17,-555.46
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-18,428.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-22,-247.14000000000004
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-23,498.02
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-24,-39.94
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-25,90.01999999999998
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-29,736.78
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-06-30,135.28
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-07-01,7.140000000000008
lowest_correlation_first,one_trade_at_a_time_chronological,no_filter_baseline,2026-07-02,434.58
lowest_correlation_first,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2025-09-01,5.26
lowest_correlation_first,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2025-09-08,-50.06
lowest_correlation_first,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2025-10-23,-82.74
lowest_correlation_first,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2025-11-03,77.26
lowest_correlation_first,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2026-02-02,-0.24
lowest_correlation_first,one_trade_at_a_time_chronological,exclude_overlap_heavy_days,2026-03-30,-136.96
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-14,-35.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-15,-85.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-16,-63.24
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-17,-83.9
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-18,-38.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-21,38.26
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-22,-42.24
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-23,-70.24
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-24,-23.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-25,102.76
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-28,55.26
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-29,-10.24
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-30,76.76
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-07-31,-41.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-01,-76.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-04,-10.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-05,-79.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-06,-18.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-07,-66.24
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-08,-30.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-11,40.76
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-12,-92.74
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-13,-31.24
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-14,-18.24
lowest_correlation_first,max_one_trade_per_session,no_filter_baseline,2025-08-15,-39.24
