phase5c_rank,candidate_id,spec_json,instrument,family,timeframe,label,ranking_score,risk_notes,net_pnl,validation_pnl,holdout_pnl,slippage_4_ticks_net_pnl,trades,active_sessions,active_session_pct,win_rate,avg_trade,profit_factor,max_drawdown,worst_day,longest_losing_streak,best_day_concentration,best_trade_concentration,same_bar_stop_target_ambiguity_count,base_cost,stress_cost,phase5c_score,complexity_score,drawdown_penalty,low_activity_penalty,concentration_penalty,complexity_penalty,holdout_penalty,slippage_stress_penalty,phase5c_total_penalty,phase5c_label,phase5c_notes
30,MGC_opening_range_failure_tf3_1c88446e14,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":30,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MGC,opening_range_failure,3,interesting_but_needs_validation,3.3169,fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,481.27000000007706,14.950000000040404,32.949999999996635,-82.72999999992294,94,57,0.9047619047619048,0.574468085106383,5.119893617022097,1.1155968150648106,-760.2599999999616,-444.54000000001315,6,0.6748394871900384,0.6748394871900384,0,3.2199999999999998,5.22,-42.3894,2.75,3.041,0.0,27.9888,4.125,0.0,10.5515,45.7063,rejected,drawdown; concentration; complexity; slippage stress
31,MGC_opening_range_failure_tf1_5d4c1a6198,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":15,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MGC,opening_range_failure,1,watchlist,2.834,negative holdout PnL; one-day concentration risk; one-trade concentration risk,735.3900000000046,204.82000000000488,-191.90999999998166,87.39000000000465,108,62,0.9841269841269841,0.3425925925925926,6.80916666666671,1.1295277650080056,-1071.9399999999937,-377.83999999998963,10,0.7054488094752437,0.7054488094752437,0,3.2199999999999998,5.22,-44.2396,2.25,4.2878,0.0,30.1314,3.375,9.2794,0.0,47.0736,watchlist_needs_validation,drawdown; concentration; complexity; poor holdout
32,MGC_opening_range_failure_tf1_9b6e4b0b0c,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":30,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MGC,opening_range_failure,1,interesting_but_needs_validation,-2.7711,negative validation PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,414.7000000000279,-86.47999999997924,121.98000000000937,-185.299999999972,100,59,0.9365079365079365,0.51,4.147000000000279,1.0913520634067524,-855.6300000000062,-289.9399999999991,6,0.7831685555823004,0.7831685555823004,0,3.2199999999999998,5.22,-56.3758,2.25,3.4225,0.0,35.5718,3.375,0.0,11.2353,53.6047,rejected,drawdown; concentration; complexity; slippage stress
33,MNQ_opening_range_failure_tf3_cfb6fd5c70,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":60,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,-6.9372,one-day concentration risk; one-trade concentration risk,880.3300000000011,770.2400000000014,249.789999999997,751.3300000000011,43,43,0.6825396825396826,0.3488372093023256,20.472790697674444,1.1958870244566737,-1690.3049999999973,-334.1650000000029,8,1.03059080117683,1.03059080117683,0,2.74,3.74,-70.7148,2.75,6.7612,0.0,52.8914,4.125,0.0,0.0,63.7776,watchlist_needs_validation,drawdown; concentration; complexity
34,MGC_opening_range_failure_tf5_575afbdda6,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":60,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":5,""version"":1}",MGC,opening_range_failure,5,watchlist,-13.6417,negative validation PnL; one-day concentration risk; one-trade concentration risk,639.7000000000274,-649.5999999999888,1333.420000000007,369.70000000002744,45,36,0.5714285714285714,0.4222222222222222,14.215555555556165,1.1908344570003548,-1494.4699999999916,-278.03999999999854,5,1.0173206190401327,1.0173206190401327,0,3.2199999999999998,5.22,-75.707,2.75,5.9779,0.0,51.9624,4.125,0.0,0.0,62.0653,watchlist_needs_validation,drawdown; concentration; complexity
35,MNQ_opening_range_failure_tf3_4f37924359,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":60,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":3,""version"":1}",MNQ,opening_range_failure,3,watchlist,-13.9466,one-day concentration risk; one-trade concentration risk,434.0549999999996,371.9900000000014,591.7399999999941,305.0549999999996,43,43,0.6825396825396826,0.46511627906976744,10.094302325581387,1.1161539192297354,-1515.5299999999957,-334.1650000000029,8,1.104721751851725,1.104721751851725,0,2.74,3.74,-82.2142,2.75,6.0621,0.0,58.0805,4.125,0.0,0.0,68.2676,watchlist_needs_validation,drawdown; concentration; complexity
36,MNQ_opening_range_failure_tf1_dad58b8db2,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":10.0,""or_minutes"":60,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,opening_range_failure,1,watchlist,-15.9183,one-day concentration risk; one-trade concentration risk,715.6699999999937,542.2449999999999,277.289999999997,559.6699999999937,52,44,0.6984126984126984,0.36538461538461536,13.762884615384495,1.1349869949092461,-1507.6749999999972,-375.53000000000293,8,1.0301675353165656,1.26770718347843,0,2.74,3.74,-86.4996,2.25,6.0307,0.0,61.1756,3.375,0.0,0.0,70.5813,watchlist_needs_validation,drawdown; concentration; complexity
37,MNQ_vwap_reclaim_rejection_tf1_d334151748,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""reclaim""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-22.7551,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-97.34000000000032,-51.76000000000004,-43.02000000000006,-445.3400000000004,116,61,0.9682539682539683,0.4396551724137931,-0.8391379310344855,0.9344335174457763,-310.5000000000002,-46.980000000000004,8,1.0,1.0,18,2.74,3.74,-91.7528,2.5,1.242,0.0,50.75,3.75,0.2868,12.9689,68.9977,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
38,MGC_opening_range_failure_tf1_e39b3c8633,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MGC,opening_range_failure,1,rejected,-26.1722,negative net PnL; negative validation PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-47.57999999996753,-335.85999999999063,239.32000000002904,-581.5799999999674,89,59,0.9365079365079365,0.33707865168539325,-0.5346067415726689,0.991680334605127,-1626.7599999999743,-289.9399999999991,10,1.0,1.0,0,3.2199999999999998,5.22,-100.6814,2.25,6.507,0.0,50.75,3.375,0.0,13.8772,74.5092,rejected,drawdown; concentration; complexity; slippage stress
39,MGC_opening_range_failure_tf5_16566d81cd,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":30,""target"":""opposite""}},""exit"":{""name"":""range_target"",""params"":{""target"":""opposite""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":5,""version"":1}",MGC,opening_range_failure,5,rejected,-27.4192,negative net PnL; negative validation PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-237.8999999999205,-688.0099999999738,570.1499999999979,-717.8999999999204,80,56,0.8888888888888888,0.3875,-2.9737499999990065,0.9529663429601901,-1853.7599999999325,-435.54000000000764,6,1.0,1.0,0,3.2199999999999998,5.22,-104.4952,2.75,7.415,0.0,50.75,4.125,0.0,14.786,77.076,rejected,drawdown; concentration; complexity; slippage stress
40,MNQ_prior_session_levels_tf5_73b6527070,"{""entry"":{""name"":""prior_level_reaction"",""params"":{""mode"":""prior_close_reclaim""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""prior_session_levels"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: prior-session level reaction."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":5,""version"":1}",MNQ,prior_session_levels,5,rejected,-37.7101,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-179.1600000000001,-167.36000000000004,-73.90000000000003,-356.1600000000001,59,30,0.47619047619047616,0.3898305084745763,-3.0366101694915275,0.779397640800847,-374.6800000000002,-46.480000000000004,9,1.0,1.0,8,2.74,3.74,-108.0759,3.5,1.4987,0.0,50.75,5.25,0.4927,12.3744,70.3658,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
41,MGC_vwap_reclaim_rejection_tf3_435ff9226d,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""rejection""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":18,""target_ticks"":27}},""family"":""vwap_reclaim_rejection"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MGC,vwap_reclaim_rejection,3,rejected,-26.7239,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-329.08000000011634,67.37999999997729,-31.060000000020892,-1013.0800000001163,114,61,0.9682539682539683,0.40350877192982454,-2.8866666666676872,0.766105646215883,-399.3000000000642,-48.43999999999818,5,1.0,1.0,6,3.2199999999999998,5.22,-108.532,3.0,1.5972,0.0,50.75,4.5,8.2071,16.7539,81.8081,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
42,MGC_vwap_reclaim_rejection_tf1_c80f17728e,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":18,""target_ticks"":27}},""family"":""vwap_reclaim_rejection"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MGC,vwap_reclaim_rejection,1,rejected,-36.758,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-685.6200000003037,-53.280000000067275,-142.28000000005454,-1411.6200000003034,121,62,0.9841269841269841,0.33884297520661155,-5.666280991738047,0.5898420674801249,-687.760000000252,-47.440000000003636,12,1.0,1.0,8,3.2199999999999998,5.22,-114.3684,2.5,2.751,0.0,50.75,3.75,0.9485,19.4108,77.6104,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
43,MNQ_vwap_reclaim_rejection_tf1_47d2f9e798,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":60,""target_ticks"":90}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-39.4905,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-370.5400000000005,-330.74,-349.26,-733.5400000000004,121,61,0.9682539682539683,0.39669421487603307,-3.0623140495867807,0.8456739219165187,-849.3800000000006,-70.98,14,1.0,1.0,9,2.74,3.74,-114.6067,2.5,3.3975,0.0,50.75,3.75,2.3284,14.8903,75.1162,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
44,MNQ_vwap_reclaim_rejection_tf5_3a2cd22b92,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":60,""target_ticks"":90}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":5,""version"":1}",MNQ,vwap_reclaim_rejection,5,rejected,-38.1869,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-579.0600000000005,-137.50000000000006,-259.26,-936.0600000000006,119,61,0.9682539682539683,0.3697478991596639,-4.866050420168071,0.7626803278688525,-814.5400000000005,-66.98,8,1.0,1.0,10,2.74,3.74,-114.6639,3.0,3.2582,0.0,50.75,4.5,1.7284,16.2404,76.477,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
45,MNQ_vwap_reclaim_rejection_tf3_ed2a677c7b,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,vwap_reclaim_rejection,3,rejected,-38.1507,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-654.5600000000004,-131.24000000000007,-220.5200000000001,-1011.5600000000006,119,61,0.9682539682539683,0.3445378151260504,-5.500504201680676,0.6297151132532299,-776.1600000000005,-50.480000000000004,10,1.0,1.0,14,2.74,3.74,-114.7192,3.0,3.1046,0.0,50.75,4.5,1.4701,16.7437,76.5685,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
46,MGC_opening_range_failure_tf3_3a6d701d00,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":15,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":3,""version"":1}",MGC,opening_range_failure,3,rejected,-34.1954,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-161.899999999958,129.86000000002184,-273.58999999999446,-521.8999999999581,60,60,0.9523809523809523,0.5,-2.6983333333326334,0.9299073512858438,-938.6299999999828,-187.72000000000727,6,1.0,1.0,0,3.2199999999999998,5.22,-116.1282,2.75,3.7545,0.0,50.75,4.125,9.8239,13.4793,81.9328,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
47,MGC_vwap_reclaim_rejection_tf1_d1cc6aa8a2,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":12,""target_ticks"":18}},""family"":""vwap_reclaim_rejection"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MGC,vwap_reclaim_rejection,1,rejected,-40.6228,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-789.6199999998635,-149.27999999997996,-178.27999999996723,-1515.6199999998635,121,62,0.9841269841269841,0.2809917355371901,-6.525785123965814,0.39126077370221274,-777.3999999998604,-38.43999999999818,11,1.0,1.0,21,3.2199999999999998,5.22,-119.5251,2.5,3.1096,0.0,50.75,3.75,1.1885,20.1041,78.9023,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
48,MGC_vwap_reclaim_rejection_tf1_5e76aec6c6,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""rejection""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":18,""target_ticks"":27}},""family"":""vwap_reclaim_rejection"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MGC,vwap_reclaim_rejection,1,rejected,-40.2459,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-851.1800000001929,-164.06000000005454,-106.28000000003271,-1565.1800000001929,119,62,0.9841269841269841,0.31092436974789917,-7.152773109245318,0.509700237321645,-915.1000000001727,-49.44000000000182,10,1.0,1.0,7,3.2199999999999998,5.22,-119.5494,2.5,3.6604,0.0,50.75,3.75,0.7085,20.4345,79.3035,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
49,MNQ_prior_session_levels_tf1_f5e7615a7b,"{""entry"":{""name"":""prior_level_reaction"",""params"":{""mode"":""prior_close_reclaim""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""prior_session_levels"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: prior-session level reaction."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,prior_session_levels,1,rejected,-45.8726,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-537.3600000000001,-115.86000000000004,-212.86000000000007,-729.3600000000001,64,33,0.5238095238095238,0.28125,-8.396250000000002,0.4783115218826452,-610.4400000000003,-45.980000000000004,8,1.0,1.0,15,2.74,3.74,-119.8458,3.0,2.4418,0.0,50.75,4.5,1.4191,14.8624,73.9732,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
50,MNQ_vwap_reclaim_rejection_tf1_a52d373916,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":40,""target_ticks"":60}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MNQ,vwap_reclaim_rejection,1,rejected,-43.128,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-659.5400000000005,-345.74,-309.26,-1022.5400000000006,121,61,0.9682539682539683,0.34710743801652894,-5.450743801652897,0.6362081899214541,-866.4200000000005,-50.980000000000004,15,1.0,1.0,23,2.74,3.74,-119.9723,2.5,3.4657,0.0,50.75,3.75,2.0617,16.8169,76.8443,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
51,MNQ_vwap_reclaim_rejection_tf3_f2c66fa0c0,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""rejection""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":60,""target_ticks"":90}},""family"":""vwap_reclaim_rejection"",""instrument"":""MNQ"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MNQ,vwap_reclaim_rejection,3,rejected,-43.3172,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-575.6800000000003,-186.7800000000001,-418.2800000000001,-896.6800000000003,107,59,0.9365079365079365,0.3644859813084112,-5.380186915887853,0.7402541149292523,-749.3800000000003,-67.48,11,1.0,1.0,6,2.74,3.74,-120.3311,3.0,2.9975,0.0,50.75,4.5,2.7885,15.9779,77.0139,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
52,MGC_vwap_reclaim_rejection_tf3_6a086efc57,"{""entry"":{""name"":""vwap_cross"",""params"":{""mode"":""both""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":18,""target_ticks"":27}},""family"":""vwap_reclaim_rejection"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: VWAP reclaim/rejection confirmation."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MGC,vwap_reclaim_rejection,3,rejected,-35.8666,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-617.1800000001965,29.939999999969103,-197.28000000004545,-1331.1800000001965,119,62,0.9841269841269841,0.3445378151260504,-5.1863865546235,0.6130921036133363,-607.2000000001674,-46.4399999999909,10,1.0,1.0,4,3.2199999999999998,5.22,-121.7351,3.0,2.4288,0.0,50.75,4.5,9.3152,18.8745,85.8685,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
53,MGC_prior_session_levels_tf1_85de510388,"{""entry"":{""name"":""prior_level_reaction"",""params"":{""mode"":""sweep_reverse""}},""exit"":{""name"":""fixed_ticks"",""params"":{""stop_ticks"":12,""target_ticks"":18}},""family"":""prior_session_levels"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: prior-session level reaction."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MGC,prior_session_levels,1,rejected,-53.6103,negative net PnL; negative validation PnL; negative holdout PnL; fails 4-tick slippage; low active-session coverage; one-day concentration risk; one-trade concentration risk; same-bar stop/target ambiguity present,-504.3399999998928,-56.97999999998362,-429.63999999996736,-786.3399999998928,47,25,0.3968253968253968,0.14893617021276595,-10.73063829787006,0.6071506465182049,-727.3599999999001,-159.43999999999272,11,1.0,1.0,1,3.2199999999999998,5.22,-129.8763,3.0,2.9094,0.0,50.75,4.5,2.8643,15.2423,76.266,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
54,MGC_opening_range_breakout_tf1_3875f7a09c,"{""entry"":{""name"":""close_outside_range"",""params"":{""min_range"":1.0,""or_minutes"":30}},""exit"":{""name"":""r_multiple"",""params"":{""stop_mode"":""half_range"",""target"":""1R""}},""family"":""opening_range_breakout"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: opening-range breakout with fixed R multiple."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":1}},""timeframe"":1,""version"":1}",MGC,opening_range_breakout,1,rejected,-46.3189,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-429.7599999999843,271.8600000000016,-758.9199999999764,-777.7599999999841,58,58,0.9206349206349206,0.5,-7.4096551724135225,0.8982305914447053,-1196.0799999999767,-368.22,5,1.0,1.0,0,3.2199999999999998,5.22,-133.4728,2.25,4.7843,0.0,50.75,3.375,13.0595,15.1851,87.1539,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
55,MGC_opening_range_failure_tf1_e4816f5e4e,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":15,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":1,""version"":1}",MGC,opening_range_failure,1,rejected,-51.8018,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-965.3899999999817,117.77000000001931,-627.879999999978,-1637.3899999999817,112,62,0.9841269841269841,0.4642857142857143,-8.619553571428408,0.7957041128358174,-1700.7399999999982,-377.83999999998963,6,1.0,1.0,0,3.2199999999999998,5.22,-145.8316,2.25,6.803,0.0,50.75,3.375,12.1859,20.9159,94.0298,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
56,MGC_opening_range_failure_tf3_cd5b077879,"{""entry"":{""name"":""close_back_inside"",""params"":{""min_range"":1.0,""or_minutes"":15,""target"":""mid""}},""exit"":{""name"":""range_target"",""params"":{""target"":""mid""}},""family"":""opening_range_failure"",""instrument"":""MGC"",""notes"":""Deterministic AI-search proposal: fade failed opening-range break after bar closes back inside."",""risk"":{""name"":""one_open_position"",""params"":{""max_trades_per_day"":2}},""timeframe"":3,""version"":1}",MGC,opening_range_failure,3,rejected,-50.8198,negative net PnL; negative holdout PnL; fails 4-tick slippage; one-day concentration risk; one-trade concentration risk,-934.1499999999492,257.04000000001497,-620.879999999989,-1594.1499999999492,110,60,0.9523809523809523,0.4818181818181818,-8.492272727272265,0.7930086262101264,-1908.019999999997,-349.83999999999236,6,1.0,1.0,0,3.2199999999999998,5.22,-146.0937,2.75,7.6321,0.0,50.75,4.125,12.1392,20.6277,95.2739,rejected,drawdown; concentration; complexity; poor holdout; slippage stress
