trading_session,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1,phase11a::MNQ_11a_orfade_long_low_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_midpoint_rejection_from_level_short_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_close_rejection_from_level_long_two_bar_confirm_fill_next_open_structure_target_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2,phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_power_hour_continuation_long_power_range_breakout_continuation_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_power_hour_continuation_long_power_range_edge_retest_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase12a::MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_short_high_fade_OR30_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt2
2026-03-26,103.26,-136.48,0.0,0.0,0.0,0.0,63.76,103.26,103.26,103.26,103.26,103.26,63.76,63.76,103.26,103.26,103.26,103.26,-233.37,-233.37,0.0,0.0,0.0,0.0,203.76,0.0,103.26,103.26
2026-03-27,0.0,-108.24,0.0,0.0,0.0,0.0,-128.74,0.0,-217.24,-217.24,-217.24,-217.24,-128.74,-128.74,0.0,0.0,-217.24,-217.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.24,0.0,0.0
2026-03-30,0.0,0.0,0.0,0.0,0.0,-136.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-31,0.0,165.76,-82.24,-82.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.76,114.76,0.0,-158.74,0.0,0.0,0.0
2026-04-01,0.0,0.0,127.26,127.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-02,0.0,0.0,0.0,0.0,-59.24,0.0,412.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-06,0.0,54.02,18.76,18.76,0.0,41.76,118.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.24,77.26,0.0,0.0
2026-04-07,41.76,-129.98,0.0,0.0,0.0,0.0,-124.74,41.76,41.76,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,41.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.76,41.76
2026-04-08,0.0,-27.24,-85.74,-85.74,0.0,0.0,-116.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-09,0.0,42.76,0.0,0.0,0.0,0.0,-14.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.74,0.0,0.0
2026-04-10,0.0,94.76,107.26,107.26,0.0,-13.74,-30.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.98,0.0,0.0
2026-04-13,0.0,0.0,34.26,34.26,-19.24,-56.24,-49.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.76,17.76,0.0,-37.74,0.0,0.0,0.0
2026-04-14,0.0,0.0,133.26,133.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,5.76,169.26,0.0,0.0,0.0,0.0
2026-04-15,0.0,0.0,70.26,70.26,0.0,0.0,162.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.76,89.76,0.0,0.0,0.0,0.0,0.0
2026-04-16,0.0,178.26,159.76,159.76,0.0,140.76,-100.74,0.0,0.0,0.0,0.0,0.0,84.26,84.26,0.0,0.0,0.0,0.0,220.76,220.76,0.0,0.0,0.0,0.0,0.0,-78.74,0.0,0.0
2026-04-17,0.0,0.0,109.76,109.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.76,0.0,0.0,0.0,0.0
2026-04-20,0.0,0.0,0.0,0.0,0.0,0.0,-92.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.48,0.0,0.0
2026-04-21,-31.24,-71.98,11.76,11.76,109.76,-73.74,225.26,-31.24,-31.24,-31.24,-31.24,-31.24,161.26,161.26,-31.24,-31.24,-31.24,-31.24,-205.24,-205.24,-106.24,0.0,0.0,0.0,0.0,161.26,-31.24,-31.24
2026-04-22,0.0,0.0,218.76,218.76,0.0,0.0,250.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.76,22.76,0.0,-22.74,200.76,0.0,0.0
2026-04-23,0.0,0.0,102.26,102.26,0.0,43.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.76,0.0,0.0,0.0,0.0
2026-04-24,0.0,203.26,93.76,93.76,0.0,0.0,-2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.24,93.76,0.0,0.0
2026-04-27,-12.24,-87.48,0.0,0.0,0.0,0.0,-164.48,-12.24,-12.24,-12.24,-12.24,-12.24,-56.24,-56.24,-12.24,-12.24,-12.24,-12.24,-70.74,-70.74,0.0,0.0,0.0,0.0,0.0,-99.48,-12.24,-12.24
2026-04-28,0.0,-158.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.13,-38.74,-38.74,0.0,0.0,0.0,0.0,0.0
2026-04-29,0.0,0.0,27.76,27.76,0.0,-76.67,59.76,0.0,0.0,0.0,0.0,0.0,83.76,83.76,0.0,0.0,0.0,0.0,162.26,162.26,0.0,0.0,0.0,0.0,0.0,81.26,0.0,0.0
2026-04-30,0.0,152.02,129.26,129.26,-116.24,9.26,-151.24,0.0,0.0,0.0,0.0,0.0,245.26,245.26,0.0,0.0,0.0,0.0,349.76,349.76,0.0,32.26,32.26,0.0,0.0,0.0,0.0,0.0
2026-05-01,0.0,0.0,-168.54,-168.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.74,132.76,0.0,0.0,0.0
2026-05-04,0.0,0.0,-112.52,-112.52,117.26,72.76,109.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.74,0.0,0.0,0.0,-91.74,98.26,0.0,0.0
2026-05-05,0.0,0.0,-109.35,-109.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0
2026-05-06,0.0,0.0,162.76,162.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.76,29.76,67.26,0.0,0.0,0.0,0.0
2026-05-07,-61.24,-101.98,187.76,187.76,0.0,-109.24,261.26,-61.24,-61.24,-61.24,-61.24,-61.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.24,-61.24
2026-05-08,0.0,0.0,-0.24,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.74,0.0,0.0,0.0
2026-05-11,0.0,180.26,-188.72,-188.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-12,305.26,0.0,0.0,0.0,0.0,0.0,-321.48,305.26,305.26,305.26,305.26,305.26,-101.74,-101.74,305.26,305.26,305.26,305.26,-210.74,-210.74,0.0,0.0,0.0,0.0,0.0,-202.32,305.26,305.26
2026-05-13,0.0,162.26,0.76,0.76,0.0,0.0,184.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-14,0.0,0.0,160.26,160.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.76,0.0,0.0,0.0,0.0
2026-05-15,0.0,0.0,0.0,0.0,0.0,0.0,238.26,0.0,0.0,0.0,0.0,0.0,238.26,238.26,0.0,0.0,0.0,0.0,273.76,273.76,0.0,0.0,0.0,0.0,0.0,58.26,0.0,0.0
2026-05-18,0.0,0.0,0.0,0.0,264.26,-72.74,0.0,0.0,-95.24,-95.24,-95.24,-95.24,0.0,0.0,0.0,0.0,-95.24,-95.24,0.0,0.0,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-19,0.0,260.02,0.0,0.0,113.51,0.0,0.0,0.0,-119.24,-119.24,-119.24,-119.24,0.0,0.0,0.0,0.0,-119.24,-119.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-20,0.0,0.0,149.26,149.26,0.0,0.0,7.019999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.24,-54.24,82.76,-184.24,-196.24,0.0,0.0
2026-05-21,0.0,-60.24,46.76,46.76,-83.24,136.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.24,0.0,0.0,0.0
2026-05-22,0.0,0.0,71.26,71.26,0.0,0.0,-109.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.74,0.0,0.0
2026-05-25,0.0,-1.24,-36.67,-36.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-26,0.0,0.0,199.76,169.26,-92.24,-27.24,333.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.74,-30.74,-88.74,-35.74,224.26,0.0,0.0
2026-05-27,203.26,0.0,0.0,0.0,100.26,0.0,0.0,203.26,203.26,203.26,203.26,203.26,-222.64,-222.64,203.26,203.26,203.26,203.26,-249.74,-249.74,2.76,0.0,0.0,0.0,0.0,0.0,203.26,203.26
2026-05-28,0.0,0.0,96.76,96.76,0.0,0.0,238.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-29,0.0,-82.98,-114.53,-114.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.77,362.76,0.0,0.0,0.0
2026-06-01,0.0,0.0,-96.09,-96.09,-82.24,86.51,189.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.26,0.0,0.0
2026-06-02,0.0,0.0,-65.82,-65.82,0.0,20.76,243.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.74,-16.74,0.0,0.0,53.76,0.0,0.0
2026-06-03,-30.24,0.0,-60.24,-60.24,68.76,0.0,-139.74,-30.24,-30.24,-30.24,-30.24,-30.24,297.26,297.26,0.0,0.0,0.0,0.0,7.76,7.76,0.0,0.0,0.0,0.0,0.0,0.0,-30.24,-30.24
2026-06-04,0.0,0.0,0.0,0.0,0.0,0.0,-125.24,0.0,0.0,0.0,0.0,0.0,226.26,226.26,0.0,0.0,0.0,0.0,339.26,339.26,0.0,0.0,0.0,0.0,0.0,-120.74,0.0,0.0
2026-06-05,0.0,0.0,0.0,0.0,0.0,0.0,-77.24,0.0,392.76,392.76,392.76,392.76,0.0,0.0,0.0,0.0,392.76,392.76,0.0,0.0,289.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-08,0.0,0.0,0.0,0.0,-66.74,0.0,119.51999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.01999999999998,0.0,0.0
2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,-88.24,0.0,-33.74,-33.74,-33.74,-33.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,0.0,-322.98,0.0,0.0,439.76,-131.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.76,0.0,0.0,0.0,-132.74,0.0,0.0,0.0
2026-06-11,0.0,349.76,0.0,0.0,-245.24,0.0,-75.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.26,386.26,0.0,99.76,44.26,0.0,0.0
2026-06-12,0.0,0.0,-335.74,-335.74,0.0,-211.74,396.26,0.0,0.0,0.0,0.0,0.0,392.76,392.76,0.0,0.0,0.0,0.0,557.26,557.26,0.0,0.0,0.0,0.0,0.0,345.76,0.0,0.0
2026-06-15,0.0,0.0,-0.74,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.76,0.0,0.0,0.0,0.0
2026-06-16,403.76,0.0,0.0,0.0,172.76,0.0,0.0,403.76,403.76,403.76,403.76,403.76,63.26,63.26,403.76,403.76,403.76,403.76,-118.74,-118.74,63.26,0.0,0.0,0.0,0.0,0.0,403.76,403.76
2026-06-17,0.0,-85.48,0.0,0.0,-76.24,0.0,-422.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-336.98,0.0,0.0
2026-06-18,0.0,177.26,12.76,12.76,0.0,0.0,250.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,0.0,0.0
2026-06-22,0.0,0.0,-279.17,-279.17,152.51,-94.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.74,0.0,0.0,0.0,589.76,0.0,0.0,0.0
2026-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.26,442.26,0.0,0.0,0.0,0.0,-146.24,-146.24,0.0,0.0,0.0,55.76,0.0,0.0,0.0,0.0
2026-06-24,210.76,-63.74,0.0,0.0,112.76,-101.74,-183.48,210.76,210.76,210.76,210.76,210.76,-196.24,-196.24,0.0,0.0,0.0,0.0,-246.74,-246.74,0.0,0.0,0.0,0.0,0.0,-116.24,210.76,210.76
2026-06-25,-183.24,0.0,0.0,0.0,0.0,273.26,0.0,-183.24,-183.24,-183.24,-183.24,-183.24,0.0,0.0,-183.24,-183.24,-183.24,-183.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-183.24,-183.24
2026-06-29,0.0,-216.74,200.76,200.76,0.0,620.76,0.0,0.0,0.0,0.0,0.0,0.0,580.76,580.76,0.0,0.0,0.0,0.0,446.76,446.76,0.0,-44.74,-44.74,0.0,0.0,0.0,0.0,0.0
2026-06-30,0.0,0.0,26.76,26.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.76,49.76,58.76,-82.24,0.0,0.0,0.0
2026-07-01,-24.24,0.0,0.0,0.0,-44.74,0.0,342.76,-24.24,-24.24,-24.24,-24.24,-24.24,102.76,102.76,-24.24,-24.24,-24.24,-24.24,-181.74,-181.74,0.0,0.0,0.0,0.0,0.0,321.26,-24.24,-24.24
2026-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.74,-35.74,-35.74,-35.74,0.0,0.0,0.0,0.0,-35.74,-35.74,0.0,0.0,-92.74,0.0,0.0,0.0,741.76,0.0,0.0,0.0
