phase16a_rank,candidate_id,instrument,module_family,side,regime_variant,confirmation_model,exit_variant,timeframe,atr_cap_multiple,buffer_ticks,time_stop_minutes,max_trades_per_day,regime_build_start,regime_build_end,lunch_build_start,lunch_build_end,trade_start,trade_end,entry_rule,target_type,paper_trading_approved,trades,active_days,trades_per_active_day,gross_pnl,net_pnl,stress_pnl,validation_pnl,holdout_pnl,max_drawdown,best_day_concentration,best_trade_concentration,avg_mfe,avg_mae,walk_forward_test_pnl,walk_forward_stress_pnl,positive_wf_test_folds_pct,worst_wf_test_fold,average_correlation_to_registry,max_correlation_to_registry,average_correlation_to_playbook,max_correlation_to_playbook,gap_days_covered,incremental_gap_days_covered,invalid_risk_skipped_count,signals_found,official_gates_passed,validation_level,primary_fold_view,companion_fold_views,fold_adequacy_status,folds_below_min_activity,high_vol_mixed_power_expand_days_covered,high_vol_mixed_no_power_expand_days_covered,weak_fold_days_covered,no_trade_large_intraday_movement_days_covered,prior_level_interaction_days_covered,phase16a_label,signal_evidence_status,tradability_status,research_track,portfolio_role,reject_reasons,phase16a_score
30,MNQ_16a_high_vol_mixed_extreme_fade_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_extreme_fade,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_midpoint,False,17,17,1.0,-476.0,-522.58,-539.58,20.78,-322.7,-497.34,1.0,1.0,77.65,86.41,-157.9,-167.9,0.333333,-248.46,0.040689,0.149505,0.024393,0.094166,15,0,0,17,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,12,4,6,17,0,15,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative holdout; low activity; fold instability; concentration; fold adequacy,-1204.82
31,MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,27,27,1.0,-92.2,-166.18,-193.18,-100.14,-346.46,-647.75,1.0,1.0,109.7,71.54,-348.23,-367.23,0.166667,-182.98,0.081832,0.188671,0.045696,0.166719,26,0,0,27,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,9,8,6,27,0,25,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1208.16
32,MNQ_16a_high_vol_mixed_midpoint_reclaim_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,6,6,1.0,-449.25,-465.69,-471.69,0.0,-362.27,-550.75,1.0,1.0,139.33,219.58,-434.51,-437.51,0.0,-364.27,0.109009,0.38299,0.054773,0.303979,6,0,0,6,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,2,6,0,5,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1459.95
33,MNQ_16a_high_vol_mixed_midpoint_reclaim_short_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,short,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,6,6,1.0,-449.25,-465.69,-471.69,0.0,-362.27,-550.75,1.0,1.0,139.33,219.58,-434.51,-437.51,0.0,-364.27,0.109009,0.38299,0.054773,0.303979,6,0,0,6,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,2,6,0,5,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1459.95
34,MNQ_16a_high_vol_mixed_midpoint_reclaim_long_strict_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,long,strict_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,5,5,1.0,-453.67,-467.37,-472.37,0.0,-486.15,-530.89,1.0,1.0,109.4,160.2,-530.89,-533.89,0.0,-488.15,0.071484,0.499844,0.077568,0.398017,5,0,0,5,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,1,5,0,5,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1537.15
35,MNQ_16a_high_vol_mixed_midpoint_reclaim_long_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,long,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,27,27,1.0,-222.7,-296.68,-323.68,-100.14,-476.96,-778.25,1.0,1.0,106.91,71.54,-478.73,-497.73,0.166667,-313.48,0.084999,0.188215,0.034658,0.12924,26,0,0,27,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,9,8,6,27,0,25,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1599.66
36,MNQ_16a_high_vol_mixed_late_resolution_breakout_short_broad_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,short,broad_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,24,24,1.0,-439.52,-505.28,-529.28,-50.32,-308.08,-634.66,1.0,1.0,79.77,110.04,-423.43,-436.43,0.166667,-238.43,0.057308,0.207624,0.040319,0.144923,22,0,0,24,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,10,5,6,24,0,20,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1600.37
37,MNQ_16a_high_vol_mixed_extreme_fade_short_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_extreme_fade,short,broad_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_midpoint,False,14,14,1.0,-647.12,-685.48,-699.48,-112.1,-147.26,-646.24,1.0,1.0,44.93,72.68,-327.5,-336.5,0.0,-127.52,0.042596,0.235607,0.040955,0.083766,13,0,0,14,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,3,14,0,13,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1682.22
38,MNQ_16a_high_vol_mixed_extreme_fade_short_broad_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_extreme_fade,short,broad_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_midpoint,False,14,14,1.0,-647.12,-685.48,-699.48,-112.1,-147.26,-646.24,1.0,1.0,44.93,72.68,-327.5,-336.5,0.0,-127.52,0.042596,0.235607,0.040955,0.083766,13,0,0,14,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,3,14,0,13,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1682.22
39,MNQ_16a_high_vol_mixed_midpoint_reclaim_long_strict_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,long,strict_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,5,5,1.0,-516.24,-529.94,-534.94,0.0,-548.72,-593.46,1.0,1.0,77.8,136.5,-593.46,-596.46,0.0,-550.72,0.071113,0.549714,0.081339,0.438088,5,0,0,5,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,15,3,1,5,0,5,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-1724.86
40,MNQ_16a_high_vol_mixed_midpoint_reclaim_short_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,short,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,26,26,1.0,-540.54,-611.78,-637.78,-89.3,-311.42,-1002.6,1.0,1.0,115.65,116.46,-501.1,-520.1,0.166667,-212.48,0.122719,0.281394,0.040581,0.135739,25,0,0,26,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,11,9,7,26,0,23,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-2160.48
41,MNQ_16a_high_vol_mixed_extreme_fade_short_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_extreme_fade,short,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_midpoint,False,18,18,1.0,-760.4,-809.72,-827.72,-184.44,-270.94,-822.0,1.0,1.0,47.5,72.28,-515.62,-527.62,0.0,-197.96,0.046681,0.321165,0.031736,0.115166,17,0,0,18,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,12,4,4,18,0,17,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-2177.34
42,MNQ_16a_high_vol_mixed_extreme_fade_short_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_extreme_fade,short,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_midpoint,False,18,18,1.0,-760.4,-809.72,-827.72,-184.44,-270.94,-822.0,1.0,1.0,47.5,72.28,-515.62,-527.62,0.0,-197.96,0.046681,0.321165,0.031736,0.115166,17,0,0,18,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,12,4,4,18,0,17,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-2177.34
43,MNQ_16a_high_vol_mixed_late_resolution_breakout_short_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,short,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,26,26,1.0,-858.36,-929.6,-955.6,-121.41,-400.9,-959.64,1.0,1.0,67.71,117.96,-362.68,-377.68,0.333333,-322.32,0.086872,0.210805,0.158049,0.294575,24,0,0,26,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,10,6,6,26,0,22,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-2292.92
44,MNQ_16a_high_vol_mixed_late_resolution_breakout_short_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,short,broad_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,24,24,1.0,-774.98,-840.74,-864.74,-116.91,-304.58,-1090.22,1.0,1.0,94.81,117.56,-486.52,-499.52,0.166667,-238.43,0.044648,0.157132,0.054157,0.182682,22,0,0,24,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,10,5,6,24,0,20,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-2454.48
45,MNQ_16a_high_vol_mixed_midpoint_reclaim_short_broad_high_vol_mixed_two_bar_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,short,broad_high_vol_mixed,two_bar_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,23,23,1.0,-741.67,-804.69,-827.69,196.67,-620.21,-909.85,1.0,1.0,92.41,116.87,-759.59,-776.59,0.166667,-418.73,0.135817,0.264922,0.051435,0.197282,22,0,0,23,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,11,8,6,23,0,20,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative holdout; low activity; fold instability; concentration; fold adequacy,-2514.13
46,MNQ_16a_high_vol_mixed_midpoint_reclaim_short_broad_high_vol_mixed_close_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,short,broad_high_vol_mixed,close_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,26,26,1.0,-701.54,-772.78,-798.78,-250.3,-311.42,-1163.6,1.0,1.0,108.65,116.46,-662.1,-681.1,0.166667,-212.48,0.11755,0.267856,0.036544,0.144907,25,0,0,26,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,11,9,7,26,0,23,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-2643.48
47,MNQ_16a_high_vol_mixed_late_resolution_breakout_short_broad_high_vol_mixed_close_confirm_fill_next_open_hard_stop_time_exit,MNQ,high_vol_mixed_late_resolution_breakout,short,broad_high_vol_mixed,close_confirm_fill_next_open,hard_stop_time_exit,5,1.25,1,30,1,09:30,11:30,11:30,13:00,13:00,15:30,later_bar_open,fixed_1_5r,False,26,26,1.0,-991.57,-1062.81,-1088.81,-141.3,-302.16,-1191.59,1.0,1.0,85.1,120.87,-501.33,-516.33,0.166667,-322.32,0.069391,0.197287,0.113029,0.260654,24,0,0,26,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,10,6,6,26,0,22,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-2796.73
48,MNQ_16a_high_vol_mixed_midpoint_reclaim_short_broad_high_vol_mixed_two_bar_confirm_fill_next_open_structure_target_time_exit,MNQ,high_vol_mixed_midpoint_reclaim,short,broad_high_vol_mixed,two_bar_confirm_fill_next_open,structure_target_time_exit,5,1.25,1,30,1,09:30,11:30,,,12:00,15:30,later_bar_open,morning_opposite_extreme,False,23,23,1.0,-975.67,-1038.69,-1061.69,-37.33,-620.21,-1143.85,1.0,1.0,82.11,116.87,-993.59,-1010.59,0.0,-418.73,0.132432,0.249628,0.039665,0.188736,22,0,0,23,False,module_level_validation,existing_project_folds,half_year_folds|rolling_6_month_test_folds|quarterly_folds,low_activity_not_fully_interpretable,11,8,6,23,0,20,phase16a_rejected_negative_stress,no_signal,not_tradable_negative,rare_setup_research_signal,rare_setup_module,negative stress; negative validation; negative holdout; low activity; fold instability; concentration; fold adequacy,-3216.13
